Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 1,Hotel,DOT-R01-HTL-02166-2024,ASIA NOVO BOUTIQUE HOTEL INC.,Pangasinan,Alaminos City,QUEZON AVENUE POBLACION ALAMINOS PANGASINAN,9163491051,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-01565-2023,EMPRESS ISLAND HOTEL,Pangasinan,Alaminos City,"Barangay Lucap Alaminos City, Pangasinan",9985762307,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-00479-2021,NORTHWOOD HOTEL,Pangasinan,Alaminos City,"Quezon Avenue., Poblacion",9297890088,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-00186-2021,RUSTIC CROWN HOTEL,Pangasinan,Alaminos City,LUCAP ALAMINOS CITY PANGASINAN,09175767997/09153819170,http://www.facebook.com/rusticcrownhotel,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-00226-2021,SEA URCHIN HOTEL,Pangasinan,Alaminos City,"Inansuana, Lucap Alaminos City",9292076707,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-01555-2023,THE MANAOAG HOTEL,Pangasinan,Manaoag,"Soriano Street, Barangay Poblacion, Manaoag, Pangasinan",9776262624,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-02077-2024,SPOTLIGHT HOTEL,Pangasinan,Alaminos City,"Lucap, Alaminos City, Pangasinan",9158194488,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-02089-2024,THE MONARCH HOTEL,Pangasinan,Calasiao,Mc. Arthur Highway Brgy San Miguel Calasiao Panagsinan,075 6377770,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-00217-2021,ELI'S HOTEL AND GARDEN RESORT (DBA PILOT HOTEL AND GARDEN RESORT),Pangasinan,Alaminos City,"Pilot Hotel and Garden Resort, National Highway, Brg. Bolaney, Alaminos City, Pangasinan",9778211372,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-01002-2022,ISLATEL REALTY AND DEVELOPMENT CORPORATION,Pangasinan,Alaminos City,"San Jose Drive, Lucap, Alaminos City, Pangasinan",755102850,,"October 31, 2026"
Region 1,Hotel,DOT-R01-HTL-00595-2021,HOTEL TRISH,Pangasinan,Mangaldan,"RIZAL AVENUE, POBLACION, MANGALDAN, PANGASINAN",9175023670,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01468-2022,"CASA PARAISO (ADAMS, ILOCOS NORTE) INC.",Ilocos Norte,Adams,"Poblacion 1, Adams, Ilocos Norte",9190023577,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00017-2020,VILLA DEL MARJ INN,Ilocos Norte,Bacarra,"Brgy. 32 Nat-Highway Corocor, Bacarra, Ilocos Norte",9425024559,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00038-2020,PALALAY HOTEL BURGOS,Ilocos Norte,Burgos,"Brgy. Bayog, Burgos, Ilocos Norte",9637718001,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00007-2020,NORTH SHORES INN,Ilocos Norte,Currimao,"Brgy. Victoria, Currimao, Ilocos Norte",9498106298,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01097-2022,3G PLACE INN,Ilocos Norte,Laoag,"Brgy. No. 48-A, Cabungaan North, Airport Road, Laoag City, Ilocos Norte",09260743359/09323077668,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00205-2021,AA' TRAVELLERS PAD GUEST HOUSE,Ilocos Norte,Laoag,"#94 Gov Julio Agcaoili Street, Brgy. 12, San Isidro, Laoag City, Ilocos Norte",9328456267,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00853-2022,ALOHA 808 RESORT HOTEL,Ilocos Norte,Laoag,"Brgy. 48-A, Cabungaan North, Laoag City, Ilocos Norte",9692243585,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00004-2020,BRIDGEVIEW INN,Ilocos Norte,Laoag,"Brgy. 50, Buttong, Laoag City, Ilocos Norte",9189574307,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01499-2023,CASA DE VIAJERO TOURIST INN,Ilocos Norte,Laoag,"Brgy. 22, 8L Ablan Street, San Andress, Laoag City, Ilocos Norte",9193263000,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00414-2021,GRANDEUR6 APARTMENT,Ilocos Norte,Laoag,"Sitio 1 Brgy. 50 Buttong Laoag City, Ilocos Norte",9994715644,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02711-2025,HOTEL ASUNCION,Ilocos Norte,Laoag,"Rizal St., cor. Guerrero St., BRGY. 19, Santa Marcela, Laoag City, Ilocos Norte",09178424421/09985845531,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01513-2023,ISABEL SUITES,Ilocos Norte,Laoag,"General Segundo Ave., Brgy. No. 11, Santa Balbina (Pob.), Laoag City, Ilocos Norte",(077) 773-1008/09189035181/ 09176280319,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00648-2021,PNJ LESSOR (NATIVIDAD TRANSIENT),Ilocos Norte,Laoag,"Ablan Avenue Corner Primo Lazaro St., Brgy. 4, San Guillermo, Laoag City, Ilocos Norte",9661553213,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00437-2021,SIENNA'S BUILDING,Ilocos Norte,Laoag,"Brgy. 21, San Pedro, M H del Pilar St., Laoag City, Ilocos Norte",(077) 6772443/ 09198629763,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00443-2021,ZONE 19 APARTMENT,Ilocos Norte,Laoag,"Sitio 1, Brgy. 50 Buttong Laoag City, Ilocos Norte",9272250277,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02846-2025,VIRGINIA'S RESORT,Ilocos Norte,Laoag City,"J.P. Rizal St., Building serial number: 00212, Bgy. No. 54-B, Camangaan, Laoag City, Ilocos Norte",09-455-683-541 / 09-608-985-150 || 09-06577-1501,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01314-2022,LILIBETH HOMESTAY,Ilocos Norte,Pagudpud,"Sitio Malingay, Brgy. Balaoi, Pagudpud, Ilocos Norte",9096402797,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01261-2022,3RR HOMESTAY,Ilocos Norte,Pagudpud,"Brgy. Balaoi, Pagudpud, Ilocos Norte",9104734264,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01340-2022,A.A. MEDRANO'S HOMESTAY,Ilocos Norte,Pagudpud,"Sitio Malingay, Brgy. Balaoi, Pagudpud, Ilocos Norte",9073108088,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01266-2022,ALLIYAH'S TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Sitio Baniaran, Brgy. Balaoi, Pagudpud, Ilocos Norte",9288164220,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-03051-2025,AMANG CARLOS TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Sitio Camayeng, Brgy. Saud, Pagudpud, Ilocos Norte",9063163891,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01387-2022,ASIONG TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Sitio Malingay, Brgy. Balaoi, Pagudpud, Ilocos Norte",9487936447,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02895-2025,BIA'S BEACH HOUSE,Ilocos Norte,Pagudpud,"Barangay Balaoi, Pagudpud, Ilocos Norte",09077313557/09982265684,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01313-2022,CABASAAN TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Sitio Linglingay, Brgy. Saud, Pagudpud, Ilocos Norte",9107643891,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00220-2021,CARLINA HOTEL (FORMERLY KNOWN AS VILLA CARLINA RESORT),Ilocos Norte,Pagudpud,"Sitio Jupiter, Brgy. Saud, Pagudpud, Ilocos Norte",9666715263,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01259-2022,CATHERINE TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Burayoc Point, Burayoc, Pagudpud, Ilocos Norte",9195716680,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00626-2021,CURAMMENG TOURIST HOUSE,Ilocos Norte,Pagudpud,"Poblacion 2, Mabini St., Sitio Talna, Pagudpud, Ilocos Norte",09282729220/09275414350,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00717-2022,ELSA TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Burayoc Point, Burayoc, Pagudpud, Ilocos Norte",09216061021/09298243865,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01750-2023,HARDIN BEACH RESORT,Ilocos Norte,Pagudpud,"Sitio Dialao, Brgy. Caparispisan, Pagudpud, Ilocos Norte",9453312037,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01248-2022,JAY HENRY'S TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Sitio Malingay, Brgy. Balaoi, Pagudpud, Ilocos Norte",9998519110,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00690-2021,J-EM'S TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Brgy. Burayoc, Pagudpud, Ilocos Norte",9453483754,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01088-2022,JM ERNA TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Brgy. 12, Saud, Pagudpud, Ilocos Norte",9288166559,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02864-2025,L.A JOSE BEACH RESORT,Ilocos Norte,Pagudpud,"Sitio Ayoyo, Brgy. Caparispisan, Pagudpud, Ilocos Norte",9166674893,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02019-2024,MAISON BLANCHE HOMETEL,Ilocos Norte,Pagudpud,"Poblacion 2, Pagudpud, Ilocos Norte",9203567343,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-03022-2025,MARITES HOMESTAY,Ilocos Norte,Pagudpud,"Sitio Malingay, Brgy. Balaoi, Pagudpud, Ilocos Norte",9604085036,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01265-2022,MILNARD'S LODGE AND RESTAURANT,Ilocos Norte,Pagudpud,"Sitio Liwliwa, Brgy. Burayoc, Pagudpud, Ilocos Norte",9184773868,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02206-2024,NARANJA PAGUDPUD VILLA RENTAL,Ilocos Norte,Pagudpud,"Sitio del Mar, Brgy. Saud, Pagudpud, Ilocos Norte",9618435963,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01279-2022,REY'S PLACE HOMESTAY,Ilocos Norte,Pagudpud,"Brgy. Saud, Sitio Delmar, Pagudpud, Ilocos Norte",09203020873/09954640610,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01260-2022,RINNOVATI BEACH RESORT,Ilocos Norte,Pagudpud,"Sitio Namnama, Brgy. Burayoc, Pagudpud, Ilocos Norte",9089563102,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00785-2022,RSN BEACH HOUSE,Ilocos Norte,Pagudpud,"Sitio Namnama, Barangay Burayoc, Pagudpud, Ilocos Norte",9298278492,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02334-2024,SAFFIRE BEACH RESORT,Ilocos Norte,Pagudpud,"Brgy. Caparispisan, Pagudpud, Ilocos Norte",9050970246,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01234-2022,TARTARUGAS HOTEL,Ilocos Norte,Pagudpud,"Brgy. 12, Saud, Pagudpud, Ilocos Norte",9510140486,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00709-2022,TRIANGLE HUTS BEACH RESORT,Ilocos Norte,Pagudpud,"Brgy. Balaoi, Pagudpud, Ilocos Norte",09613159325 09150637606,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00679-2021,UDDON'S HOMESTAY,Ilocos Norte,Pagudpud,"#46, Saud, Pagudpud, Ilocos Norte",9202859087,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02861-2025,VILLA MANUELA ILOCOS,Ilocos Norte,Pagudpud,"Sitio Namnama, Brgy. Burayoc, Pagudpud, Ilocos Norte",9175229213,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00854-2022,WIL'S TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Brgy. Baduang, Pagudpud, Ilocos Norte",9758096142,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02122-2024,YASMIN'S TRANSIENT HOUSE,Ilocos Norte,Pagudpud,"Brgy. Balaoi, Pagudpud, Ilocos Norte",9166830021,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01255-2022,YVANA VAE'S HOMESTAY,Ilocos Norte,Pagudpud,"Brgy. Balaoi, Sitio Malingay, Pagudpud, Ilocos Norte",9544578671,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00903-2022,BALAY HERENCIA TRAVEL LODGE,Ilocos Norte,Paoay,"#12 San Blas, Paoay, Ilocos Norte",9286216009,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02745-2025,MARIANO’S TRAVELLERS INN,Ilocos Norte,Paoay,"Lot 4 Nalasin Road, Brgy. San Roque, Paoay, Ilocos Norte",9151528278,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00930-2022,VERANDA SUITES AND RESTAURANT,Ilocos Norte,Paoay,"#22 Nagbacalan, Paoay, Ilocos Norte",9286216009,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02855-2025,BLADYMIR INN AND RESTAURANT,Ilocos Norte,Pasuquin,"Brgy. 5 Dirique, Davila, Pasuquin, Ilocos Norte",9910337418,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02329-2024,DRAYLAN HOTEL,Ilocos Norte,Pasuquin,"Poblacion 3, Pasuquin, Ilocos Norte",9162860583,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01153-2022,OCEAN PARKVIEW RESORT,Ilocos Norte,Pasuquin,"Brgy 5, Davila, Pasuquin, Ilocos Norte",9155389924,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02975-2025,VILLA LAETISHA BEACH RESORT,Ilocos Norte,Pasuquin,"Brgy. Naglicuan, Pasuquin, Ilocos Norte",9629639822,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02209-2024,ARO-O RESORT,Ilocos Norte,Solsona,"Brgy. Barcelona, Sitio, Badbadoc, Solsona, Ilocos Norte",9755233719,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02149-2024,PLAYA DE BOMBORA INN,Ilocos Sur,Cabugao,"Barangay Sabang, Cabugao, Ilocos Sur",9182787012,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02363-2024,N. ESPEJO LODGING INN,Ilocos Sur,Candon,"National Highway, Corner Namnama St., Brgy. Calaoaan, Candon City, Ilocos Sur",9052551222,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00842-2022,BEINTE SINGKO DE MARSO APARTMENTS,Ilocos Sur,Candon,"257 Beinte Singko de Marso St. corner gray st., Brgy. San Isidro, Candon City, Ilocos Sur",9957895338,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00886-2022,MJ COTTAGES AND SNACK BAR,Ilocos Sur,Candon,"Brgy. Darapidap, Candon City, Ilocos Sur",9266138399,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00947-2022,TAQUEBAN INN,Ilocos Sur,Candon,"Taqueban Building, Block 4, Morales St., San Jose, Candon City, Ilocos Sur",09175899970 / 09916939941,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00866-2022,TNT BAR AND LODGING INN,Ilocos Sur,Candon,"Brgy. Darapidap, Candon City, Ilocos Sur",9357932139,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02359-2024,VIERRA ONE BUILDING,Ilocos Sur,Candon,"25 De Marso St.,, Brgy. San Antonio, Candon City, Ilocos Sur",09353298132/09318406181,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02813-2025,ALAD BAR & RESORT,Ilocos Sur,Caoayan,"Brgy. Naguilian, Caoayan, Ilocos Sur",9175432548,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02996-2025,VILLA-MINERVA BEACH RESORT,Ilocos Sur,Caoayan,"Manangat, Caoayan, Ilocos Sur",9176508296,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00856-2022,MANZANTE FARMHOUSE TRANSIENT HOUSE,Ilocos Sur,Magsingal,"Bo. Manzante, Magsingal, Ilocos Sur",9189910409,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02164-2024,BBTS VILLA RENTAL,Ilocos Sur,San Juan (Lapog),"Balay by the Sea, Camindoroan, San Juan, Ilocos Sur",9178482692,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00258-2021,PAPADEL BED AND BREAKFAST,Ilocos Sur,San Vicente,"75 Bayubay Norte, San Vicente, Ilocos Sur",9560529977,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01016-2022,BRIX NATHANIELLE HOUSE SPACE RENTAL,Ilocos Sur,Santa Catalina,"Sinabaan, Santa Catalina, Ilocos Sur",9484852065,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00189-2021,MARGIE’S HOME,Ilocos Sur,Santa Catalina,"S. Ragasa St., Poblacion, Sta. Catalina, Ilocos Sur",9177990199,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00873-2022,VILLA LYDIA Y JOSE HERITAGE HOTEL,Ilocos Sur,Santa Catalina,"65 Pangada, Santa Catalina, Ilocos Sur",9276326568,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01699-2023,MANTANAS FARM AND RESORT,Ilocos Sur,Santa Cruz,"Brgy. Mantanas, Santa Cruz, Ilocos Sur",09959244707/09630001498,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02804-2025,JANRO TRAVELLERS INN,Ilocos Sur,Santa Lucia,"Suagayan, Santa Lucia, Ilocos Sur",9959058026,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02833-2025,ESTRELLA DEL MAR RESORT,Ilocos Sur,Santa Lucia,"Brgy. Vical, Sta. Lucia, Ilocos Sur",9999925853,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-03029-2025,SANTA LUCIA TRAVELLER'S INN,Ilocos Sur,Santa Lucia,"National Highway, Barangobong (Pob.), Santa Lucia, Ilocos Sur",9959549644,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01452-2022,FOOT-HILL LODGE,Ilocos Sur,Tagudin,"National Highway, Bitalag, Tagudin, Ilocos Sur",9386396735,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01726-2023,PARAISO NI RONIN RESORT,Ilocos Sur,Tagudin,"Brgy. Bio, Tagudin, Ilocos Sur",9063983125,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01446-2022,SEASIDE PARK,Ilocos Sur,Tagudin,"Zone 7, Dardarat, Tagudin, Ilocos Sur",9283022356,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02850-2025,ARQUELADA TRANSIENT HOUSE,Ilocos Sur,Vigan,"Brgy. Bulala, Vigan City, Ilocos Sur",9676473514,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00397-2021,CARLAINTON TRANSIENT HAUS,Ilocos Sur,Vigan,"Brgy. San Julian Norte, Vigan City, Ilocos Sur",09173001017 or 09178652670,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00413-2021,CASA DE MAMA ZITA,Ilocos Sur,Vigan,"#105 Salcedo Street, Barangay VII, Vigan City, Ilocos Sur",9778429112,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02160-2024,CASA FIGUERRES,Ilocos Sur,Vigan,"Figuerres Residence Crisologo Cor. Diego Silang st., Barangay VIII, Vigan City, Ilocos Sur",09177990515/09175682807,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02716-2025,CASAYSABEL TRANSIENT INN,Ilocos Sur,Vigan,"Cuta Business Center, Quirino Blvd., Brgy. IX, Vigan City, Ilocos Sur",9569744524,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01745-2023,CONDOTEL ASUNCION,Ilocos Sur,Vigan,"Jacinto St. Cor. Florentino St., Brgy. 1, Vigan City, Ilocos Sur",(077) 674-0831 to 33 loc 162,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00632-2021,DYJ TRANSIENT HOME,Ilocos Sur,Vigan,"Liberation Blvd. Ext., San Julian Sur, Vigan City, Ilocos Sur",9175083808,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00615-2021,ESCOLTA'S HOMEY LODGE,Ilocos Sur,Vigan,"Crisologo Street, Brgy. II, Vigan City, Ilocos Sur",9274611251,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00669-2021,FEJ TRANSIENT HOUSE,Ilocos Sur,Vigan,"Quirino Blvd, Brgy, Tamag, Vigan City, Ilocos Sur",9177981846,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01433-2022,GRANDPA'S INN,Ilocos Sur,Vigan,"#01 Bonifacio Street Cor. Quirino Boulevard, Barangay II, Vigan City, Ilocos Sur",9175802118,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00444-2021,HAPPY GREY HOTEL,Ilocos Sur,Vigan,"Quirino Blvd., Cuta, Brgy. IX, Vigan City, Ilocos Sur",9175583283,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00731-2022,HILFRANS LODGE,Ilocos Sur,Vigan,"Rizal Street, Barangay VIII, Vigan City, Ilocos Sur",9355162073,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00904-2022,HOTEL MERCANTE,Ilocos Sur,Vigan,"Bonifacio Street, Corner Plaridel Street, Brgy. I, Vigan City, Ilocos Sur",9175844825,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00961-2022,JAMIGO REALTY,Ilocos Sur,Vigan,"5 Del Pilar St., Barangay III, Vigan City, Ilocos Sur",9177999079,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01095-2022,JAMIGO REALTY 2,Ilocos Sur,Vigan,"Alcantara St., cor Del Pilar Ext., Barangay VIII, Vigan City, Ilocos Sur",9177999079,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00453-2021,JELLIJOH PENSION HOUSE,Ilocos Sur,Vigan,"Jellijoh Place Building, Salindeg, Vigan City, Ilocos Sur",9175111460,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02163-2024,KITSPIE APARTELLE,Ilocos Sur,Vigan,"Ayusan Norte, Vigan City, Ilocos Sur",9173365212,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00232-2021,METRO VIGAN INN,Ilocos Sur,Vigan,"Bayubay Norte, San Vicente, Ilocos Sur",9178243800,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01217-2022,NSCC CASA DE VIGAN,Ilocos Sur,Vigan,"Gov. A. Reyes St., Brgy. 1, Vigan City, Ilocos Sur",9562596624,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01354-2022,PARADORES HOTEL MANAGEMENT CORP.,Ilocos Sur,Vigan,"Vivere Condominium, Gov. A. Reyes Street corner Abaya Street, Brgy. VIII, Vigan City, Ilocos Sur",09173200933 / 09992295430,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02938-2025,PRINCESS MARY APARTMENT,Ilocos Sur,Vigan,"San Julian Norte, Vigan City, Ilocos Sur",9060145868,,"October 31, 2025"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00712-2022,R.D. ANAGARAN TRANSIENT HOUSE,Ilocos Sur,Vigan,"Flores Street, Brgy. Bongtolan, Vigan City, Ilocos Sur",09195459094 / 09157261812,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00594-2021,RELENY'S LODGING HOUSE,Ilocos Sur,Vigan,"Gomez St., Brgy. IV, Vigan City, Ilocos Sur",9285060707,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00040-2020,"RF ANICETO ENTERPRISES, INC.",Ilocos Sur,Vigan,"01 Mena Crisologo Street, Brgy. II, Vigan City, Ilocos Sur",09190809418/09175429386,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00456-2021,RICMARJ TRANSIENT HOUSE,Ilocos Sur,Vigan,"89 San Julian Sur, Vigan City, Ilocos Sur",9171266407,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-02165-2024,SEVEN KIDS TRANSIENT HOUSE,Ilocos Sur,Vigan,"Brgy. IV, #9 Zamora Street, Vigan City, Ilocos Sur",9778418144,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-01753-2024,STAY INN STYLE HOTEL COMPANY,Ilocos Sur,Vigan,"48 Bonifacio St., Barangay I, Vigan City, Ilocos Sur",9662485701,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00044-2020,TEOFILA LODGE,Ilocos Sur,Vigan,"Brgy. Pantay Daya, Vigan City, Ilocos Sur",(077) 722 6482/09351903688,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00449-2021,VIGAN TRAVERSA HOTEL,Ilocos Sur,Vigan,"Gov. A. Reyes St., Brgy. 1, Vigan City, Ilocos Sur",9164851025,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-00404-2021,VILLA ANGELA HERITAGE HOUSE,Ilocos Sur,Vigan,"Villa Angela, 26 Calle Quirino, Barangay VI, Vigan City, Ilocos Sur",0928 515 1873,,"October 31, 2026"
Region 1,Mabuhay Accommodation,DOT-R01-MAB-03116-2025,"DY HERITAGE SUITES (DY HERITAGE GROUP, INC.)",Ilocos Sur,Vigan,"49 Rizal Street, Barangay IV (Pob.), Vigan City, Ilocos Sur",9603469745,,"October 31, 2026"
